Gene,M307_2ppm,M311_2ppm,M314_2ppm,M316_0ppm,M323_2ppm,M324_0ppm,M327_0ppm,M329_0ppm,M330_0ppm,M343_2ppm
1810009J06Rik,0,1,0,1,1,0,1,4,0,1
1810010D01Rik,2,1,2,5,0,4,2,0,0,1
1810010H24Rik,11,17,11,9,17,6,7,1,83,7
1810011H11Rik,4,3,9,5,5,4,6,9,2,8
1810011O10Rik,13,5,12,7,8,2,7,14,195,5
1810012K16Rik,6,5,8,4,5,1,4,3,3,7
1810013A23Rik,0,2,2,0,0,0,3,1,0,2
1810013D10Rik,322,143,235,172,296,89,9,56,328,101
1810013L24Rik,697,237,447,318,503,207,96,155,394,255
1810014B01Rik,62,28,34,31,36,18,14,11,41,14
1810018F18Rik,0,12,2,10,0,13,12,14,1,19
1810019D21Rik,151,30,123,69,132,34,5,32,356,62
1810019J16Rik,248,67,137,94,144,32,12,25,355,59
1810020O05Rik,2,6,2,7,6,6,9,9,2,9
1810021B22Rik,35,15,34,15,29,12,4,11,30,10
1810022K09Rik,253,108,156,112,198,54,6,38,163,79
1810024B03Rik,0,5,4,5,4,6,5,6,3,2
1810026B05Rik,196,87,146,116,162,75,58,72,116,102
1810026J23Rik,626,264,396,327,504,177,18,130,803,193
1810030O07Rik,366,175,178,176,210,98,11,43,213,84
1810032O08Rik,19,6,27,12,18,6,6,14,19,19
1810033B17Rik,11,9,14,23,14,7,10,6,0,10
1810034E14Rik,3,14,9,11,3,5,16,9,7,10
1810035I16Rik,0,4,1,5,2,1,2,7,1,10
1810037I17Rik,969,362,610,425,783,200,20,82,641,204
1810041L15Rik,20,29,22,38,23,66,39,63,11,77
1810043G02Rik,155,98,89,85,127,63,10,20,178,52
1810043H04Rik,186,68,131,84,125,33,4,11,105,40
1810044D09Rik,68,23,62,29,72,26,8,11,57,22
1810046K07Rik,0,4,4,16,3,9,9,18,0,13
1810053B23Rik,15,19,12,14,16,21,37,34,6,41
1810055G02Rik,202,82,114,95,173,60,8,38,207,51
1810058I24Rik,384,221,296,218,318,117,21,48,283,151
1810062G17Rik,55,48,49,44,74,16,8,15,83,23
1810062O18Rik,46,9,22,25,22,12,10,12,25,17
1810064F22Rik,41,16,28,21,54,11,9,17,38,26
1810065E05Rik,4,2,6,8,4,4,2,2,1,6
2010001E11Rik,6,8,5,10,0,4,8,6,0,10
2010001M06Rik,53,34,32,21,67,14,4,11,14,19
2010002M12Rik,3,17,14,17,5,10,24,18,2,28
2010003K11Rik,2,1,3,3,1,2,4,1,0,2
2010003O02Rik,170,70,110,96,113,49,3,13,110,37
2010005H15Rik,1,2,0,7,0,8,13,9,1,7
2010009K17Rik,3,4,5,1,3,3,10,11,1,16
2010010A06Rik,1,5,4,12,4,12,8,6,1,9
2010012O05Rik,144,86,132,78,130,32,24,38,168,53
2010015L04Rik,31,35,37,36,15,45,42,43,25,56
2010016I18Rik,3,9,16,11,7,6,7,14,3,9
2010106C02Rik,0,2,0,4,1,4,2,0,1,0
2010106E10Rik,0,0,2,4,2,3,2,6,0,1
2010107E04Rik,792,360,556,373,644,158,18,106,504,290
2010107G12Rik,16,16,12,21,14,6,14,10,7,17
2010107G23Rik,317,76,187,120,239,61,8,29,107,78
2010109A12Rik,16,10,25,16,12,8,2,8,16,10
2010109I03Rik,6,10,8,21,5,19,16,18,1,22
2010111I01Rik,56,35,59,40,56,49,30,50,133,40
2010204K13Rik,4,16,4,4,0,6,5,4,6,2
2010300C02Rik,451,87,207,208,272,117,13,76,664,107
2010308F09Rik,7,0,0,2,0,2,4,1,5,3
2010310C07Rik,0,3,1,0,1,5,7,5,0,5
2010315B03Rik,362,115,204,160,185,87,35,67,173,113
2010320M18Rik,176,58,146,92,125,30,6,26,117,39
2200002D01Rik,28,8,9,18,5,5,1,4,17,8
2200002J24Rik,18,4,6,9,10,3,0,12,6,15
2210010C04Rik,7,13,4,9,0,16,16,13,4,9
2210013O21Rik,451,195,239,204,283,95,15,44,155,94
2210015D19Rik,99,73,59,50,67,32,6,21,75,26
2210016F16Rik,579,189,306,214,323,84,20,55,650,136
2210016L21Rik,225,137,196,128,167,62,14,52,195,74
2210018M11Rik,122,81,128,82,94,60,37,64,100,54
2210019I11Rik,7,5,2,3,5,7,2,11,2,5
2210039B01Rik,49,25,16,20,26,10,5,12,10,10
2210404J11Rik,80,53,52,55,53,19,18,18,116,29
2210404O07Rik,115,86,238,144,272,147,49,39,84,82
2210404O09Rik,26,32,47,37,22,18,24,19,16,15
2210407C18Rik,2,2,1,4,1,6,8,7,2,5
2210408F21Rik,57,40,68,50,59,24,7,25,67,38
2210408I21Rik,139,73,105,97,135,81,63,71,126,100
2210409D07Rik,0,2,3,3,0,0,3,2,4,4
2210409E12Rik,0,0,0,0,2,0,1,1,0,0
2210414B05Rik,0,4,0,9,1,8,6,4,1,4
2210416O15Rik,14,6,9,5,10,13,5,10,14,21
2210417A02Rik,2,1,0,0,0,0,3,2,0,2
2210417K05Rik,62,3,25,26,32,7,1,7,23,7
2210420H20Rik,0,0,3,1,0,3,3,2,0,0
2300002M23Rik,225,43,62,52,224,71,4,52,2,106
2300003K06Rik,0,1,2,1,0,2,4,1,0,1
2300005B03Rik,0,0,6,0,1,1,1,1,0,0
2300009A05Rik,146,45,96,65,122,56,2,21,127,35
2310001H17Rik,61,15,43,37,48,17,6,16,13,14
2310001K24Rik,1,0,0,1,1,3,4,3,3,1
2310002D06Rik,1,1,0,1,0,2,2,3,0,1
2310002F09Rik,4,1,2,7,1,7,15,23,3,8
2310002J15Rik,2,1,1,1,0,3,5,5,1,0
2310002L09Rik,1,5,0,6,5,5,6,10,2,7
2310003H01Rik,94,44,96,86,126,35,12,30,107,40
2310005A03Rik,2,5,2,9,5,7,8,6,1,10
2310005E17Rik,1,2,3,5,1,2,6,7,0,1
2310005G13Rik,10,12,17,9,8,10,9,17,5,16
2310007B03Rik,3,3,9,10,12,7,6,4,5,7
2310007L24Rik,6,0,0,4,2,1,1,5,0,1
2310008H04Rik,85,86,70,82,94,61,39,34,65,27
2310008H09Rik,450,168,354,196,382,118,41,83,361,155
2310008N11Rik,1,1,0,3,0,2,3,1,0,3
2310009A05Rik,187,104,144,99,181,46,4,25,165,48
2310009B15Rik,90,41,65,28,72,18,11,11,24,24
2310010J17Rik,56,21,47,45,41,15,11,9,33,22
2310010M20Rik,4,1,3,10,3,7,12,4,1,8
2310011J03Rik,356,152,245,171,265,85,15,50,399,93
2310014F07Rik,255,27,56,57,166,28,12,29,51,47
2310014L17Rik,20,11,10,21,20,11,9,14,69,14
2310015A10Rik,47,38,89,41,41,43,32,43,85,33
2310015B20Rik,2,7,2,13,3,1,2,2,2,5
2310015D24Rik,3,2,3,5,2,13,11,23,3,16
2310016D03Rik,6,2,6,13,4,13,21,15,2,14
2310020H05Rik,3,3,1,7,0,3,4,4,1,2
2310022A10Rik,139,76,92,61,62,37,8,21,89,36
2310022B05Rik,472,344,321,304,314,135,31,46,127,104
2310030A07Rik,0,1,1,3,1,3,1,2,0,1
2310030G06Rik,229,51,155,103,195,37,4,20,230,58
2310033P09Rik,200,59,123,80,179,40,6,27,257,53
2310034C09Rik,2,5,2,4,0,5,3,5,1,3
2310034G01Rik,157,30,62,58,104,31,7,12,51,32
2310034O05Rik,0,2,6,6,1,4,4,6,30,1
2310035C23Rik,424,164,311,282,339,169,77,159,506,211
2310036O22Rik,441,215,314,246,383,150,15,71,437,122
2310039H08Rik,348,144,284,151,332,89,9,46,238,107
2310039L15Rik,0,2,0,9,2,2,14,4,0,7
2310040G24Rik,7,3,15,22,6,12,9,10,34,10
2310042D19Rik,20,5,10,12,13,11,17,8,9,9
2310042E22Rik,5,5,1,14,5,6,16,15,4,14
2310043L19Rik,0,2,0,1,4,0,3,3,1,1
2310043O21Rik,3,9,4,6,2,7,3,9,0,5
2310044G17Rik,436,125,183,153,193,108,27,67,508,95
2310045N01Rik,70,36,27,39,62,30,5,8,40,27
2310047M10Rik,119,59,101,50,102,53,13,14,127,21
2310050B05Rik,2,2,0,2,1,0,0,3,0,1
2310050C09Rik,0,0,0,0,2,3,4,2,0,4
2310057J18Rik,2,8,2,9,1,5,12,13,2,10
2310057M21Rik,109,82,105,71,91,60,29,41,114,61
2310057N15Rik,0,2,0,1,2,2,1,3,0,0
2310061I04Rik,153,63,118,62,184,65,13,28,148,61
2310061J03Rik,130,46,113,66,103,48,7,22,115,38
2310061N02Rik,1,3,0,1,0,4,3,2,0,3
2310065F04Rik,1,6,7,16,2,13,18,14,3,12
2310067B10Rik,434,115,249,230,423,125,13,90,807,145
2310068J16Rik,31,6,34,6,13,4,1,9,27,8
2310069B03Rik,135,34,69,90,75,37,5,15,6,31
2310069G16Rik,1,11,2,13,2,13,16,11,2,13
2310079G19Rik,1,3,0,3,0,2,8,9,1,3
2310081J21Rik,0,0,0,2,0,0,0,0,0,0
2410002F23Rik,518,153,270,227,399,101,6,117,298,170
2410003L11Rik,2,2,2,2,1,5,0,5,0,2
2410004B18Rik,150,67,98,76,80,36,7,7,113,28
2410004I01Rik,9,4,1,5,0,8,8,5,1,11
2410004N09Rik,20,14,43,16,27,9,1,10,25,11
2410004P03Rik,4,8,0,5,6,16,8,9,6,10
2410006H16Rik,162,74,188,101,147,56,11,20,105,55
2410007B07Rik,3,5,9,12,1,15,20,17,2,11
2410012E07Rik,2,4,6,5,4,8,14,25,7,17
2410012M07Rik,2,0,4,5,1,6,2,2,1,2
2410015M20Rik,1406,533,1111,745,1577,399,24,227,1071,455
2410016O06Rik,108,41,74,48,88,35,5,16,107,46
2410017I17Rik,4,4,1,3,0,2,6,3,0,1
2410018L13Rik,1,3,0,8,1,2,4,5,0,2
2410018M08Rik,11,13,12,19,5,17,7,9,46,4
2410021H03Rik,0,1,5,4,2,10,8,10,2,9
2410057H14Rik,3,1,0,3,2,2,5,7,3,6
2410066E13Rik,395,290,349,349,271,170,39,46,43,114
2410076I21Rik,21,11,13,5,21,10,7,14,16,12
2410088K16Rik,4,1,0,1,0,4,2,3,1,3
2410089E03Rik,69,52,94,78,60,102,61,62,124,80
2410114N07Rik,2,0,0,1,0,2,4,3,1,6
2410124H12Rik,4,1,0,0,0,3,6,4,0,2
2410127L17Rik,21,13,13,12,10,8,11,5,22,9
2410131K14Rik,127,52,91,41,99,33,9,29,161,41
2410137F16Rik,5,19,14,14,10,28,38,39,5,34
2410137M14Rik,0,3,1,6,0,0,5,13,1,2
2410141K09Rik,0,1,0,0,2,2,5,2,0,1
2500004C02Rik,50,10,37,20,21,18,12,15,67,27
2510002D24Rik,222,89,133,100,144,50,13,30,270,64
2510003D18Rik,5,4,8,1,7,10,6,2,5,6
2510003E04Rik,615,268,393,260,409,150,34,80,499,135
2510009E07Rik,383,288,262,243,207,158,66,61,950,96
2510039O18Rik,558,177,332,240,460,138,14,80,1051,163
2510049J12Rik,71,19,30,30,41,45,23,33,10,51
2600006L11Rik,2,2,4,8,0,3,3,1,2,1
2610001J05Rik,551,279,326,260,445,132,42,72,649,164
2610002J02Rik,290,147,209,133,230,64,12,32,343,80
2610002M06Rik,304,165,248,176,261,91,28,57,232,125
2610005L07Rik,2,3,3,4,3,10,5,4,4,4
2610008E11Rik,225,57,160,96,146,74,32,57,104,59
2610015P09Rik,139,65,72,55,69,35,24,32,51,66
2610016A17Rik,34,9,22,17,17,10,3,5,15,8
2610017I09Rik,1104,215,394,384,731,144,8,84,188,198
2610018G03Rik,94,47,54,68,59,30,9,9,10,32
2610019E17Rik,7,8,16,7,24,8,2,8,8,11
2610019F03Rik,107,101,188,93,128,54,16,33,421,73
2610020C07Rik,169,65,108,89,92,42,27,32,131,67
2610020H08Rik,30,13,26,17,31,29,30,35,23,26
2610027K06Rik,64,14,45,21,48,17,1,11,64,17
2610028E06Rik,5,9,5,12,1,13,23,14,2,14
2610028H24Rik,5,9,14,16,16,22,7,12,13,8
2610034B18Rik,324,163,155,148,180,72,28,42,135,69
2610034M16Rik,11,5,25,19,11,20,28,20,6,17
2610035D17Rik,99,38,91,41,86,16,7,15,85,31
2610035F20Rik,1,5,1,3,2,1,7,9,2,0
2610037D02Rik,5,4,5,8,3,10,16,17,3,5
2610044O15Rik8,91,51,75,54,74,43,9,17,89,32
2610100L16Rik,0,6,5,1,3,1,6,3,2,4
2610203C20Rik,10,14,10,16,10,30,36,36,62,23
2610203C22Rik,53,31,35,20,21,20,4,9,23,17
2610204G22Rik,18,5,9,15,4,6,6,3,8,6
2610206C17Rik,30,18,21,24,25,24,21,27,30,29
2610301B20Rik,169,108,197,108,137,42,16,36,232,71
2610301G19Rik,388,149,303,169,296,98,24,64,447,107
2610305D13Rik,23,19,32,36,10,25,16,11,8,20
2610306M01Rik,48,18,36,21,35,13,3,10,33,12
2610307P16Rik,35,22,14,26,15,14,25,24,1,22
2610316D01Rik,3,6,1,8,7,5,12,15,15,14
2610318N02Rik,78,46,156,103,254,92,35,30,45,68
2610507B11Rik,1612,664,1162,923,958,519,107,340,2799,594
2610507I01Rik,236,63,103,86,137,62,15,39,181,58
2610524H06Rik,369,191,320,182,474,116,8,80,1050,140
2610528A11Rik,6,10,9,16,5,13,12,17,4,14
2610528J11Rik,147,33,69,61,135,29,8,26,461,36
2700029M09Rik,351,268,338,211,305,81,27,53,271,110
2700038G22Rik,6,3,3,8,5,10,13,14,6,12
2700046A07Rik,2,2,0,4,3,5,9,11,0,3
2700046G09Rik,108,39,75,51,94,33,5,26,120,54
2700049A03Rik,117,69,93,75,105,73,43,46,116,100
2700050L05Rik,228,75,151,117,156,83,49,50,342,97
2700054A10Rik,14,12,15,16,16,29,26,18,21,24
2700060E02Rik,650,370,595,414,548,253,26,99,585,240
2700062C07Rik,179,61,114,95,161,44,11,47,140,89
2700069I18Rik,3,5,4,4,5,11,12,12,6,13
2700070H01Rik,82,27,35,31,65,31,17,24,15,29
2700081L22Rik,2,1,6,8,4,5,0,0,2,1
2700081O15Rik,76,42,64,52,60,36,15,14,45,29
2700086A05Rik,1,2,3,1,0,3,1,1,0,1
2700089E24Rik,1315,617,1005,643,979,375,50,153,785,364
2700089I24Rik,110,23,45,35,68,32,9,17,1,28
2700094K13Rik,161,102,101,76,134,45,5,20,113,41
2700097O09Rik,94,19,24,26,35,21,15,22,37,34
2700099C18Rik,8,10,8,9,14,8,11,17,15,9
2810001G20Rik,140,37,70,51,90,41,7,23,226,29
2810002D19Rik,22,20,19,11,10,10,6,2,30,14
2810004N23Rik,217,121,150,125,167,81,10,48,173,71
2810006K23Rik,183,70,111,74,115,44,9,27,112,55
2810007J24Rik,3,7,3,7,3,9,10,10,0,8
2810008D09Rik,130,9,41,32,49,17,3,51,105,64
2810011L19Rik,3,3,3,7,2,11,24,19,3,15
2810013P06Rik,219,75,178,109,190,54,12,47,141,90
2810021J22Rik,137,56,96,96,85,65,33,60,74,66
2810025M15Rik,96,69,85,52,116,46,17,10,62,22
2810029C07Rik,7,2,9,5,10,4,10,10,35,8
2810032G03Rik,16,9,19,25,7,8,23,21,11,13
2810047C21Rik1,0,0,1,0,1,0,1,3,1,0
2810049E08Rik,1,8,4,6,0,13,15,4,3,5
2810055G20Rik,12,13,11,19,5,11,12,33,11,25
2810403A07Rik,318,116,271,185,306,107,49,129,401,143
2810403D21Rik,54,16,46,19,52,11,5,7,47,18
2810404M03Rik,5,9,4,6,1,6,14,17,2,9
2810405F15Rik,5,4,2,9,2,0,5,8,4,9
2810407C02Rik,617,140,303,212,572,127,20,112,527,169
2810408A11Rik,462,140,455,287,515,243,73,79,88,196
2810408I11Rik,29,9,42,19,31,16,12,12,21,17
2810408M09Rik,129,55,97,58,87,44,4,15,102,32
2810410L24Rik,33,4,6,9,16,6,5,9,45,6
2810417H13Rik,27,61,20,28,21,25,27,19,36,20
2810428I15Rik,251,117,214,107,163,55,2,26,289,72
2810429I04Rik,2,3,1,0,1,1,6,2,10,2
2810433D01Rik,8,12,5,10,3,5,7,10,3,13
2810442I21Rik,3,15,8,25,4,15,25,31,1,18
2810442N19Rik,1,7,2,8,1,9,9,5,3,7
2810454H06Rik,10,13,17,20,23,19,15,13,24,31
2810459M11Rik,13,11,12,14,3,8,15,9,1106,12
2810468N07Rik,31,14,14,15,23,12,11,3,11,7
2810471M01Rik,3,6,8,3,3,7,12,15,5,8
2810474O19Rik,341,196,344,228,332,147,95,140,174,215
2900002K06Rik,60,39,66,38,82,15,3,14,49,15
2900005J15Rik,21,6,17,11,16,9,7,17,30,25
2900008C10Rik,6,2,1,1,2,0,2,2,2,0
2900009J06Rik,0,1,0,4,0,1,0,2,0,1
2900011O08Rik,16,23,17,31,28,39,47,50,11,37
2900026A02Rik,93,65,78,85,91,51,22,24,139,58
2900041M22Rik,11,6,9,4,4,6,5,2,2,7
2900052N01Rik,1,7,7,6,1,5,15,13,0,16
2900055J20Rik,2,1,2,1,0,7,2,6,2,8
2900056M20Rik,207,71,152,127,174,85,41,71,205,98
2900057B20Rik,0,5,3,5,2,0,3,2,1,0
2900060B14Rik,5,6,7,5,4,4,5,11,1,9
2900076A07Rik,49,11,22,12,37,5,5,9,18,18
2900079G21Rik,7,8,5,13,0,22,26,23,3,20
2900092C05Rik,3,7,11,15,6,14,24,13,4,23
2900092D14Rik,253,33,146,116,248,53,27,60,207,104
2900093L17Rik,5,3,4,5,3,9,2,8,1,4
2900097C17Rik,972,601,737,536,572,299,71,107,422,248
3000002C10Rik,21,4,6,17,17,11,6,13,22,10
3010001F23Rik,2,2,1,1,2,0,1,5,0,2
3010026O09Rik,105,45,72,58,104,35,2,22,44,39
3100003L05Rik,4,10,10,15,4,10,19,14,10,15
3110001D03Rik,205,100,162,98,245,70,7,31,186,55
3110001I22Rik,48,11,23,25,20,23,12,4,33,40
3110002H16Rik,208,92,117,99,142,70,14,38,330,73
3110007F17Rik,4,3,3,1,2,0,1,3,0,2
3110009E18Rik,45,22,10,29,35,17,4,14,26,15
3110009F21Rik,1,0,2,7,2,6,4,8,0,5
3110015C05Rik,0,5,4,5,5,2,5,4,0,5
3110021A11Rik,4,4,0,5,3,4,4,5,3,7
3110021N24Rik,11,6,8,5,5,15,10,16,16,15
3110035E14Rik,16,32,27,23,9,21,36,42,5,35
3110039I08Rik,1,1,2,3,0,3,7,5,2,4
3110039M20Rik,2,3,7,3,1,7,5,10,0,6
3110040N11Rik,151,110,101,102,144,49,11,29,84,43
3110043O21Rik,135,64,119,118,74,53,36,58,182,54
3110045C21Rik,57,42,62,27,55,23,7,17,31,27
3110047P20Rik,7,25,34,35,12,32,85,37,8,40
3110052M02Rik,86,52,88,83,60,30,33,33,125,60
3110056K07Rik,42,19,21,15,20,22,11,17,52,19
3110057O12Rik,8,12,11,24,21,15,20,20,22,11
3110062M04Rik,108,51,90,56,122,45,15,27,57,43
3110070M22Rik,17,7,22,16,24,7,4,7,20,6
3110079O15Rik,1,2,1,1,2,0,2,2,0,2
3110082I17Rik,105,41,56,49,41,18,5,13,132,27
3110082J24Rik,0,0,2,1,0,0,3,3,0,0
3110099E03Rik,6,10,11,5,4,13,31,22,4,23
3200001D21Rik,2,2,4,6,11,6,11,10,4,5
3230401D17Rik,60,38,54,33,73,29,8,18,51,50
3300002I08Rik,3,2,2,2,3,7,10,7,5,2
3300005D01Rik,0,1,5,4,2,5,5,1,1,5
3425401B19Rik,4,5,5,13,2,17,12,17,2,11
3632451O06Rik,86,75,76,53,56,46,31,25,47,21
3632454L22Rik,11,23,11,28,8,13,30,25,11,43
3830403N18Rik,0,7,3,3,2,2,1,4,2,5
3830406C13Rik,513,251,288,282,355,120,25,47,278,142
3830408C21Rik,12,16,24,28,10,13,5,14,3,19
3830417A13Rik,0,1,5,3,6,1,4,8,1,3
3930402G23Rik,6,4,7,11,0,25,15,9,4,25
4430402I18Rik,84,61,173,77,118,87,32,38,155,76
4632415K11Rik,145,49,70,102,90,40,14,22,149,38
4632415L05Rik,64,51,58,66,43,32,24,30,106,38
4632427E13Rik,10,6,4,10,19,4,3,12,17,25
4632428C04Rik,58,20,16,15,29,14,3,10,55,20
4632428N05Rik,101,110,88,80,63,52,21,25,66,20
4632434I11Rik,48,28,38,26,59,36,19,17,24,36
4732415M23Rik,49,19,93,52,91,31,20,12,31,20
4732416N19Rik,16,11,9,3,5,13,4,5,2,18
4732456N10Rik,0,4,1,8,6,4,4,8,2,7
4732471J01Rik,72,36,84,61,110,52,32,48,31,41
4732490B19Rik,3,9,5,9,5,14,18,18,14,10
4732491K20Rik,86,28,45,44,50,38,10,35,35,28
4831440E17Rik,41,18,41,23,41,20,24,43,27,56
4833403I15Rik,23,43,31,44,16,36,25,33,15,36
4833412C05Rik,4,8,1,4,4,6,9,16,2,11
4833417C18Rik,5,5,10,6,7,2,6,4,4,14
4833418N02Rik,16,9,17,20,18,11,6,6,19,9
4833419F23Rik,6,18,19,18,16,9,2,5,17,4
4833420G17Rik,238,124,173,114,169,37,41,93,226,135
4833422C13Rik,43,24,30,29,27,21,38,40,15,24
4833423E24Rik,1,6,1,7,1,8,18,9,2,4
4833424O15Rik,10,36,7,28,9,42,50,47,17,77
4833427F10Rik,3,6,2,18,4,12,6,10,65,6
4833427G06Rik,8,3,6,4,4,8,5,5,2,10
4833428L15Rik,0,8,8,4,3,8,6,6,0,9
4833439L19Rik,1930,694,1172,924,1153,406,53,210,2592,399
4921501E09Rik,5,8,0,4,8,10,16,19,0,13
4921504E06Rik,12,13,16,15,16,19,29,31,3,26
4921506M07Rik,7,4,6,7,9,7,9,12,3,8
4921507L20Rik,3,3,1,4,2,1,5,7,1,7
4921507P07Rik,30,14,55,39,87,48,23,32,38,26
4921508A21Rik,1,1,0,1,0,3,7,3,1,6
4921508D12Rik,0,4,2,3,3,11,4,2,3,8
4921509C19Rik,1,9,9,6,7,9,23,19,1,9
4921509O07Rik,9,1,15,10,0,14,23,23,1,20
4921511C10Rik,8,7,11,14,10,22,34,34,5,17
4921511C20Rik,2,0,0,1,3,1,2,3,0,3
4921511H03Rik,3,1,15,7,12,3,2,10,9,3
4921511I17Rik,16,9,7,10,12,17,21,20,2,12
4921511M17Rik,0,0,0,0,0,0,0,0,0,0
4921513I03Rik,6,1,2,2,3,4,5,7,2,6
4921515E04Rik,4,11,12,15,10,16,33,32,8,21
4921517D22Rik,7,4,17,12,21,19,10,13,6,15
4921524J17Rik,219,89,175,110,191,75,31,47,260,79
4921524L21Rik,3,7,8,7,13,5,18,23,1,18
4921525B02Rik,8,38,20,29,17,43,22,42,13,44
4921525O09Rik,12,4,7,12,1,5,15,16,10,13
4921530D09Rik,9,2,18,10,26,14,4,9,35,6
4921530L18Rik,63,10,32,29,41,18,0,11,36,9
4921530L21Rik,2,4,9,7,6,11,7,4,4,14
4921531C22Rik,64,27,56,40,87,31,13,30,78,22
4921531P14Rik,1,0,0,2,0,2,2,8,0,0
4921533I20Rik,1,0,1,8,1,3,1,7,1,4
4921536K21Rik,28,21,33,39,34,27,17,9,19,14
4921539E11Rik,26,30,39,19,59,34,32,30,27,49
4922501C03Rik,135,68,77,91,80,73,78,101,134,99
4922501L14Rik,13,6,24,19,26,21,12,15,6,18
4922502D21Rik,76,44,192,100,296,107,40,30,119,44
4922502H24Rik,1,1,1,0,0,3,4,4,1,0
4922502N22Rik,9,10,5,26,6,14,34,20,5,21
4922505E12Rik,6,1,11,12,4,8,6,5,4,5
4930401C15Rik,6,4,2,5,2,6,5,6,0,15
4930401O10Rik,4,0,1,1,0,4,3,4,0,1
4930401O12Rik,2,2,1,3,1,6,9,5,1,7
4930402F06Rik,1,6,2,2,0,3,11,3,0,4
4930402F11Rik,4,16,7,6,6,18,24,20,7,18
4930402H24Rik,274,108,132,116,108,112,104,102,101,115
4930402K13Rik,1,0,5,5,5,4,8,7,2,6
4930404A05Rik,4,3,1,7,6,14,16,18,1,14
4930404A10Rik,3,6,2,12,4,16,18,9,3,8
4930404H11Rik,1,2,0,3,0,2,2,0,0,5
4930404I05Rik,2,4,5,8,7,7,8,3,2,6
4930404N11Rik,34,23,37,13,51,12,6,10,134,16
4930405A10Rik,3,1,1,2,4,5,6,1,5,7
4930405A21Rik,6,0,3,6,7,5,4,6,8,2
4930405D11Rik,11,8,4,9,4,11,19,14,4,13
4930405J17Rik,6,2,1,1,0,0,2,2,4,0
4930405P13Rik,27,24,14,16,14,11,5,4,25,11
4930406D18Rik,3,7,13,7,8,9,7,6,3,7
4930407I10Rik,12,14,24,28,26,27,17,11,4,22
4930408F14Rik,0,0,0,0,0,0,0,0,0,0
4930412B13Rik,1,8,2,10,4,7,14,13,3,8
4930412C18Rik,30,22,50,40,37,21,12,24,11,18
4930412O13Rik,182,44,117,59,84,55,25,69,47,103
4930413E15Rik,6,14,7,15,6,19,38,33,3,28
4930413F20Rik,62,11,29,20,38,12,9,12,38,7
4930413G21Rik,72,27,61,49,81,24,5,14,67,23
4930413M19Rik,1,1,0,4,1,0,2,3,1,1
4930414L22Rik,224,72,138,140,200,43,7,53,343,77
4930414N06Rik,39,18,26,32,21,24,11,13,19,16
4930415F15Rik,5,4,10,10,1,6,4,4,7,2
4930415L06Rik,4,8,7,4,7,13,21,13,4,12
4930415O20Rik,3,2,4,2,12,7,6,8,4,8
4930417O13Rik,0,3,1,9,2,11,11,10,1,12
4930417O22Rik,4,0,1,5,2,2,3,2,1,4
4930419G24Rik,1,5,4,2,1,8,8,9,0,4
4930422G04Rik,42,48,34,40,14,66,84,69,37,72
4930423M02Rik,3,1,8,5,3,6,7,3,0,1
4930425K10Rik,0,1,1,4,3,0,8,7,2,3
4930425O10Rik,1,3,3,4,0,3,7,7,1,14
4930426D05Rik,144,30,101,60,104,45,10,68,23,135
4930426L09Rik,0,0,0,3,1,2,1,2,2,5
4930427A07Rik,49,32,29,33,19,28,6,16,116,36
4930428D18Rik,1,2,4,6,3,4,3,7,3,9
4930428E07Rik,1,2,1,2,2,5,9,3,0,10
4930428G15Rik,2,3,3,1,0,6,3,13,0,7
4930428O21Rik,6,16,10,4,4,31,33,21,2,30
4930429B21Rik,6,8,5,11,5,8,7,13,3,5
4930429D17Rik,0,11,5,9,6,11,14,18,11,12
4930429F11Rik,2,3,0,5,1,6,6,4,0,1
4930429F24Rik,7,7,7,6,6,7,9,11,7,6
4930430A15Rik,22,32,22,19,26,35,37,24,21,23
4930430D24Rik,1,3,0,9,2,3,5,4,2,6
4930430F08Rik,137,48,105,94,108,36,24,51,118,52
4930430F21Rik,5,11,2,7,3,10,16,23,6,11
4930430J02Rik,2,1,0,5,0,5,4,2,3,7
4930431F12Rik,4,9,4,6,3,4,14,10,2,4
4930431P03Rik,14,38,15,40,15,50,81,64,18,62
4930432J09Rik,8,22,15,10,13,28,47,31,9,34
4930432K09Rik,14,24,21,13,25,27,13,27,45,19
4930432K21Rik,96,29,47,55,90,34,12,25,17,32
4930432M17Rik,0,2,2,6,4,4,3,9,1,6
4930433B08Rik,3,2,1,3,2,1,9,6,1,2
4930433I11Rik,2,2,5,3,6,8,2,2,4,4
4930433N12Rik,2,23,9,18,7,18,13,9,1,14
4930434J06Rik,4,0,7,9,1,7,7,13,3,6
4930435E12Rik,7,4,13,14,20,13,9,10,2,6
4930438E09Rik,3,4,4,11,3,4,11,7,1,7
4930440C22Rik,10,19,4,24,9,11,29,26,6,21
4930441J16Rik,7,6,5,3,3,12,10,10,2,10
4930441O14Rik,8,8,13,9,7,28,16,24,8,18
4930442J19Rik,1,0,2,0,5,1,2,2,0,1
4930442L01Rik,71,14,28,46,47,19,13,20,173,20
4930443O20Rik,2,2,2,10,2,9,6,3,2,5
4930444A02Rik,156,77,116,94,129,63,15,37,306,42
4930444F02Rik,6,13,5,16,9,24,39,25,4,20
4930444G20Rik,0,9,2,3,1,4,5,4,0,1
4930444M15Rik,5,4,3,5,1,7,17,23,3,4
4930444P10Rik,0,10,13,16,22,9,7,5,7,8
